Scenario,SimName,SimMonth,HaddockMin,HaddockMax,HaddockBag,CodMin,CodMax,CodBag,ClosedBehavior
13,FH_S18_P15_C24,1,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,2,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,3,99,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,4,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,5,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,6,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,7,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,8,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,9,18,100,15,24,100,1,alwaysonboth
13,FH_S18_P15_C24,10,18,100,15,24,100,1,alwaysonboth
13,FH_S18_P15_C24,11,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,12,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,13,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,14,18,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,15,99,100,15,98,100,5,alwaysonboth
13,FH_S18_P15_C24,16,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,1,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,2,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,3,99,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,4,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,5,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,6,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,7,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,8,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,9,18,100,15,24,100,1,alwaysonboth
14,PA_S18_P15_C24,10,18,100,15,24,100,1,alwaysonboth
14,PA_S18_P15_C24,11,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,12,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,13,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,14,18,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,15,99,100,15,98,100,5,alwaysonboth
14,PA_S18_P15_C24,16,18,100,15,98,100,5,alwaysonboth
15,FH_S17_P10_C24,1,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,2,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,3,99,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,4,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,5,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,6,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,7,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,8,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,9,17,100,10,24,100,1,alwaysonboth
15,FH_S17_P10_C24,10,17,100,10,24,100,1,alwaysonboth
15,FH_S17_P10_C24,11,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,12,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,13,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,14,17,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,15,99,100,10,98,100,5,alwaysonboth
15,FH_S17_P10_C24,16,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,1,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,2,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,3,99,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,4,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,5,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,6,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,7,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,8,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,9,17,100,10,24,100,1,alwaysonboth
16,PA_S17_P10_C24,10,17,100,10,24,100,1,alwaysonboth
16,PA_S17_P10_C24,11,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,12,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,13,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,14,17,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,15,99,100,10,98,100,5,alwaysonboth
16,PA_S17_P10_C24,16,17,100,10,98,100,5,alwaysonboth
