Scenario,SimName,SimMonth,HaddockMin,HaddockMax,HaddockBag,CodMin,CodMax,CodBag,ClosedBehavior
3,FH_SQ_AC,1,17,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,2,17,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,3,99,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,4,17,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,5,17,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,6,17,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,7,17,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,8,17,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,9,18,100,15,22,100,1,alwaysonboth
3,FH_SQ_AC,10,18,100,15,22,100,1,alwaysonboth
3,FH_SQ_AC,11,18,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,12,18,100,15,98,100,5,alwaysonboth
3,FH_SQ_AC,13,17,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,14,17,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,15,99,100,20,98,100,5,alwaysonboth
3,FH_SQ_AC,16,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,1,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,2,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,3,99,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,4,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,5,17,100,15,98,100,5,alwaysonboth
4,PA_SQ_AC,6,17,100,15,98,100,5,alwaysonboth
4,PA_SQ_AC,7,17,100,15,98,100,5,alwaysonboth
4,PA_SQ_AC,8,17,100,15,98,100,5,alwaysonboth
4,PA_SQ_AC,9,17,100,10,22,100,1,alwaysonboth
4,PA_SQ_AC,10,17,100,10,22,100,1,alwaysonboth
4,PA_SQ_AC,11,17,100,10,98,100,5,alwaysonboth
4,PA_SQ_AC,12,17,100,10,98,100,5,alwaysonboth
4,PA_SQ_AC,13,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,14,17,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,15,99,100,20,98,100,5,alwaysonboth
4,PA_SQ_AC,16,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,1,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,2,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,3,99,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,4,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,5,17,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,6,17,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,7,17,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,8,17,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,9,18,100,15,22,100,1,alwaysonboth
5,FH_SQ_AO,10,18,100,15,22,100,1,alwaysonboth
5,FH_SQ_AO,11,18,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,12,18,100,15,98,100,5,alwaysonboth
5,FH_SQ_AO,13,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,14,17,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,15,99,100,20,98,100,5,alwaysonboth
5,FH_SQ_AO,16,17,100,20,22,100,1,alwaysonboth
6,PA_SQ_AO,1,17,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,2,17,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,3,99,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,4,17,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,5,17,100,15,98,100,5,alwaysonboth
6,PA_SQ_AO,6,17,100,15,98,100,5,alwaysonboth
6,PA_SQ_AO,7,17,100,15,98,100,5,alwaysonboth
6,PA_SQ_AO,8,17,100,15,98,100,5,alwaysonboth
6,PA_SQ_AO,9,17,100,10,22,100,1,alwaysonboth
6,PA_SQ_AO,10,17,100,10,22,100,1,alwaysonboth
6,PA_SQ_AO,11,17,100,10,98,100,5,alwaysonboth
6,PA_SQ_AO,12,17,100,10,98,100,5,alwaysonboth
6,PA_SQ_AO,13,17,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,14,17,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,15,99,100,20,98,100,5,alwaysonboth
6,PA_SQ_AO,16,17,100,20,22,100,1,alwaysonboth
