Scenario,SimName,SimMonth,HaddockMin,HaddockMax,HaddockBag,CodMin,CodMax,CodBag,ClosedBehavior
17,FH_S18_P15_OS,1,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,2,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,3,99,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,4,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,5,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,6,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,7,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,8,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,9,18,100,15,22,100,1,alwaysonboth
17,FH_S18_P15_OS,10,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,11,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,12,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,13,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,14,18,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,15,99,100,15,98,100,5,alwaysonboth
17,FH_S18_P15_OS,16,18,100,15,98,100,5,alwaysonboth
18,PA_S17_P10_OS,1,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,2,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,3,99,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,4,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,5,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,6,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,7,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,8,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,9,17,100,10,22,100,1,alwaysonboth
18,PA_S17_P10_OS,10,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,11,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,12,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,13,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,14,17,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,15,99,100,10,98,100,5,alwaysonboth
18,PA_S17_P10_OS,16,17,100,10,98,100,5,alwaysonboth
